App,Version,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
Findwise_Hydra,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\Findwise_Hydra\Hydra\stages\processing\basic\src\test\java\com\findwise\hydra\stage\MergeListsStageTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\Findwise_Hydra\Hydra\stages\processing\basic\src\main\java\com\findwise\hydra\stage\MergeListsStage.java,Findwise_Hydra/Hydra/stages/processing/basic/src/test/java/com/findwise/hydra/stage/MergeListsStageTest.java,Findwise_Hydra/Hydra/stages/processing/basic/src/main/java/com/findwise/hydra/stage/MergeListsStage.java,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
fzoli_RemoteControlCar,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\fzoli_RemoteControlCar\RemoteControlCar\desktop\BrowserTest\lib\jna-src\test\com\sun\jna\NativeTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\fzoli_RemoteControlCar\RemoteControlCar\desktop\BrowserTest\lib\jna-src\src\com\sun\jna\Native.java,fzoli_RemoteControlCar/RemoteControlCar/desktop/BrowserTest/lib/jna-src/test/com/sun/jna/NativeTest.java,fzoli_RemoteControlCar/RemoteControlCar/desktop/BrowserTest/lib/jna-src/src/com/sun/jna/Native.java,false,true,false,false,false,true,false,true,false,false,true,false,false,true,true,true,false,false,true,true,false
figarocms_flume-plugins,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\figarocms_flume-plugins\flume-plugins\flume-filter-plugin\src\test\java\fr\figarocms\flume\filter\predicate\DateTimePredicatesTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\figarocms_flume-plugins\flume-plugins\flume-filter-plugin\src\main\java\fr\figarocms\flume\filter\predicate\DateTimePredicates.java,figarocms_flume-plugins/flume-plugins/flume-filter-plugin/src/test/java/fr/figarocms/flume/filter/predicate/DateTimePredicatesTest.java,figarocms_flume-plugins/flume-plugins/flume-filter-plugin/src/main/java/fr/figarocms/flume/filter/predicate/DateTimePredicates.java,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
facebook_facebook-android-sdk,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\facebook_facebook-android-sdk\facebook-android-sdk\facebook\src\test\java\com\facebook\login\CustomTabLoginMethodHandlerTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\facebook_facebook-android-sdk\facebook-android-sdk\facebook\src\main\java\com\facebook\login\CustomTabLoginMethodHandler.java,facebook_facebook-android-sdk/facebook-android-sdk/facebook/src/test/java/com/facebook/login/CustomTabLoginMethodHandlerTest.java,facebook_facebook-android-sdk/facebook-android-sdk/facebook/src/main/java/com/facebook/login/CustomTabLoginMethodHandler.java,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
floodlight_floodlight,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\floodlight_floodlight\floodlight\src\test\java\net\floodlightcontroller\core\internal\RoleManagerTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\floodlight_floodlight\floodlight\src\main\java\net\floodlightcontroller\core\internal\RoleManager.java,floodlight_floodlight/floodlight/src/test/java/net/floodlightcontroller/core/internal/RoleManagerTest.java,floodlight_floodlight/floodlight/src/main/java/net/floodlightcontroller/core/internal/RoleManager.java,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false
fracture91_wpi-suite-tng,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\fracture91_wpi-suite-tng\wpi-suite-tng\Core\WPISuite\test\edu\wpi\cs\wpisuitetng\authentication\AuthenticatorTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\fracture91_wpi-suite-tng\wpi-suite-tng\Core\WPISuite\src\edu\wpi\cs\wpisuitetng\authentication\Authenticator.java,fracture91_wpi-suite-tng/wpi-suite-tng/Core/WPISuite/test/edu/wpi/cs/wpisuitetng/authentication/AuthenticatorTest.java,fracture91_wpi-suite-tng/wpi-suite-tng/Core/WPISuite/src/edu/wpi/cs/wpisuitetng/authentication/Authenticator.java,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false
flowerrrr_RMT,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\flowerrrr_RMT\RMT\rmt\src\test\java\de\flower\rmt\service\mail\TemplateServiceTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\flowerrrr_RMT\RMT\rmt\src\main\java\de\flower\rmt\service\mail\TemplateService.java,flowerrrr_RMT/RMT/rmt/src/test/java/de/flower/rmt/service/mail/TemplateServiceTest.java,flowerrrr_RMT/RMT/rmt/src/main/java/de/flower/rmt/service/mail/TemplateService.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
FAP-Team_Fap-Module,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\FAP-Team_Fap-Module\Fap-Module\fap\test\controllers\AedControllerTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\FAP-Team_Fap-Module\Fap-Module\fap\app\controllers\AedController.java,FAP-Team_Fap-Module/Fap-Module/fap/test/controllers/AedControllerTest.java,FAP-Team_Fap-Module/Fap-Module/fap/app/controllers/AedController.java,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
forcedotcom_java-sdk,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\forcedotcom_java-sdk\java-sdk\javasdk-test\oauth-test\src\test\java\com\force\sdk\oauth\store\SecurityContextCookieStoreTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\forcedotcom_java-sdk\java-sdk\oauth\src\main\java\com\force\sdk\oauth\context\store\SecurityContextCookieStore.java,forcedotcom_java-sdk/java-sdk/javasdk-test/oauth-test/src/test/java/com/force/sdk/oauth/store/SecurityContextCookieStoreTest.java,forcedotcom_java-sdk/java-sdk/oauth/src/main/java/com/force/sdk/oauth/context/store/SecurityContextCookieStore.java,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
Findwise_Hydra,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\Findwise_Hydra\Hydra\api\src\test\java\com\findwise\hydra\SerializationUtilsTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\Findwise_Hydra\Hydra\api\src\main\java\com\findwise\hydra\SerializationUtils.java,Findwise_Hydra/Hydra/api/src/test/java/com/findwise/hydra/SerializationUtilsTest.java,Findwise_Hydra/Hydra/api/src/main/java/com/findwise/hydra/SerializationUtils.java,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false
freemansoft_build-monitors,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\freemansoft_build-monitors\build-monitors\build-lights-java\src\test\java\com\freemansoft\watcher\devices\AmbOrbTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\freemansoft_build-monitors\build-monitors\build-lights-java\src\main\java\com\freemansoft\watcher\devices\AmbOrb.java,freemansoft_build-monitors/build-monitors/build-lights-java/src/test/java/com/freemansoft/watcher/devices/AmbOrbTest.java,freemansoft_build-monitors/build-monitors/build-lights-java/src/main/java/com/freemansoft/watcher/devices/AmbOrb.java,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false
ferstl_pedantic-pom-enforcers,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\ferstl_pedantic-pom-enforcers\pedantic-pom-enforcers\src\test\java\com\github\ferstl\maven\pomenforcers\PedanticPluginManagementOrderEnforcerTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\ferstl_pedantic-pom-enforcers\pedantic-pom-enforcers\src\main\java\com\github\ferstl\maven\pomenforcers\PedanticPluginManagementOrderEnforcer.java,ferstl_pedantic-pom-enforcers/pedantic-pom-enforcers/src/test/java/com/github/ferstl/maven/pomenforcers/PedanticPluginManagementOrderEnforcerTest.java,ferstl_pedantic-pom-enforcers/pedantic-pom-enforcers/src/main/java/com/github/ferstl/maven/pomenforcers/PedanticPluginManagementOrderEnforcer.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
figarocms_cucumber-jvm-fixtures,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\figarocms_cucumber-jvm-fixtures\cucumber-jvm-fixtures\src\test\java\fixtures\common\datatable\rows\RowsToObjectTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\figarocms_cucumber-jvm-fixtures\cucumber-jvm-fixtures\src\main\java\fixtures\common\datatable\rows\RowsToObject.java,figarocms_cucumber-jvm-fixtures/cucumber-jvm-fixtures/src/test/java/fixtures/common/datatable/rows/RowsToObjectTest.java,figarocms_cucumber-jvm-fixtures/cucumber-jvm-fixtures/src/main/java/fixtures/common/datatable/rows/RowsToObject.java,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false
firefoxmmx2_jdy,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\firefoxmmx2_jdy\jdy\src\com\aisino2\publicsystem\test\ClxxwgryxxTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\firefoxmmx2_jdy\jdy\src\com\aisino2\publicsystem\domain\Clxxwgryxx.java,firefoxmmx2_jdy/jdy/src/com/aisino2/publicsystem/test/ClxxwgryxxTest.java,firefoxmmx2_jdy/jdy/src/com/aisino2/publicsystem/domain/Clxxwgryxx.java,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false
farhanrahman_kyoto,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\farhanrahman_kyoto\kyoto\kyoto\src\main\test\uk\ac\ic\kyoto\tradehistory\AnalysisUtilsTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\farhanrahman_kyoto\kyoto\kyoto\src\main\java\uk\ac\ic\kyoto\tradehistory\AnalysisUtils.java,farhanrahman_kyoto/kyoto/kyoto/src/main/test/uk/ac/ic/kyoto/tradehistory/AnalysisUtilsTest.java,farhanrahman_kyoto/kyoto/kyoto/src/main/java/uk/ac/ic/kyoto/tradehistory/AnalysisUtils.java,true,true,false,false,false,true,false,false,false,false,false,false,false,true,true,true,false,false,false,true,false
floodlight_floodlight,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\floodlight_floodlight\floodlight\src\test\java\net\floodlightcontroller\util\TimedCacheTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\floodlight_floodlight\floodlight\src\main\java\net\floodlightcontroller\util\TimedCache.java,floodlight_floodlight/floodlight/src/test/java/net/floodlightcontroller/util/TimedCacheTest.java,floodlight_floodlight/floodlight/src/main/java/net/floodlightcontroller/util/TimedCache.java,true,true,false,false,false,true,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false
fusesource_rrd4j,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\fusesource_rrd4j\rrd4j\src\test\java\org\rrd4j\core\RrdDefTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\fusesource_rrd4j\rrd4j\src\main\java\org\rrd4j\core\RrdDef.java,fusesource_rrd4j/rrd4j/src/test/java/org/rrd4j/core/RrdDefTest.java,fusesource_rrd4j/rrd4j/src/main/java/org/rrd4j/core/RrdDef.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
fzoli_RemoteControlCar,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\fzoli_RemoteControlCar\RemoteControlCar\desktop\BrowserTest\lib\jna-src\contrib\platform\test\com\sun\jna\platform\win32\Shell32UtilTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\fzoli_RemoteControlCar\RemoteControlCar\desktop\BrowserTest\lib\jna-src\contrib\platform\src\com\sun\jna\platform\win32\Shell32Util.java,fzoli_RemoteControlCar/RemoteControlCar/desktop/BrowserTest/lib/jna-src/contrib/platform/test/com/sun/jna/platform/win32/Shell32UtilTest.java,fzoli_RemoteControlCar/RemoteControlCar/desktop/BrowserTest/lib/jna-src/contrib/platform/src/com/sun/jna/platform/win32/Shell32Util.java,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
fgka_senac-algo-prog-2012-2,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\fgka_senac-algo-prog-2012-2\senac-algo-prog-2012-2\projetos-de-aula\trabalho12_parcial\src\test\java\br\com\senacrs\alp\aulas\trabalho12\LeitorRequisicaoTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\fgka_senac-algo-prog-2012-2\senac-algo-prog-2012-2\projetos-de-aula\trabalho12_parcial\src\main\java\br\com\senacrs\alp\aulas\trabalho12\LeitorRequisicao.java,fgka_senac-algo-prog-2012-2/senac-algo-prog-2012-2/projetos-de-aula/trabalho12_parcial/src/test/java/br/com/senacrs/alp/aulas/trabalho12/LeitorRequisicaoTest.java,fgka_senac-algo-prog-2012-2/senac-algo-prog-2012-2/projetos-de-aula/trabalho12_parcial/src/main/java/br/com/senacrs/alp/aulas/trabalho12/LeitorRequisicao.java,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
firefoxmmx2_jdy,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\firefoxmmx2_jdy\jdy\src\com\aisino2\icksystem\test\ZtryskxxtjTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\firefoxmmx2_jdy\jdy\src\com\aisino2\icksystem\domain\Ztryskxxtj.java,firefoxmmx2_jdy/jdy/src/com/aisino2/icksystem/test/ZtryskxxtjTest.java,firefoxmmx2_jdy/jdy/src/com/aisino2/icksystem/domain/Ztryskxxtj.java,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false
fzoli_RemoteControlCar,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\fzoli_RemoteControlCar\RemoteControlCar\desktop\BrowserTest\lib\jna-src\contrib\platform\test\com\sun\jna\platform\win32\Kernel32UtilTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\fzoli_RemoteControlCar\RemoteControlCar\desktop\BrowserTest\lib\jna-src\contrib\platform\src\com\sun\jna\platform\win32\Kernel32Util.java,fzoli_RemoteControlCar/RemoteControlCar/desktop/BrowserTest/lib/jna-src/contrib/platform/test/com/sun/jna/platform/win32/Kernel32UtilTest.java,fzoli_RemoteControlCar/RemoteControlCar/desktop/BrowserTest/lib/jna-src/contrib/platform/src/com/sun/jna/platform/win32/Kernel32Util.java,true,true,false,false,false,true,false,true,false,false,false,false,false,true,true,false,true,false,true,true,false
floodlight_ubuntu-packaging-floodlight,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\floodlight_ubuntu-packaging-floodlight\ubuntu-packaging-floodlight\src\test\java\net\floodlightcontroller\forwarding\ForwardingTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\floodlight_ubuntu-packaging-floodlight\ubuntu-packaging-floodlight\src\main\java\net\floodlightcontroller\forwarding\Forwarding.java,floodlight_ubuntu-packaging-floodlight/ubuntu-packaging-floodlight/src/test/java/net/floodlightcontroller/forwarding/ForwardingTest.java,floodlight_ubuntu-packaging-floodlight/ubuntu-packaging-floodlight/src/main/java/net/floodlightcontroller/forwarding/Forwarding.java,true,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false
figarocms_flume-plugins,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\figarocms_flume-plugins\flume-plugins\flume-filter-plugin\src\test\java\fr\figarocms\flume\filter\predicate\EventPredicatesTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\figarocms_flume-plugins\flume-plugins\flume-filter-plugin\src\main\java\fr\figarocms\flume\filter\predicate\EventPredicates.java,figarocms_flume-plugins/flume-plugins/flume-filter-plugin/src/test/java/fr/figarocms/flume/filter/predicate/EventPredicatesTest.java,figarocms_flume-plugins/flume-plugins/flume-filter-plugin/src/main/java/fr/figarocms/flume/filter/predicate/EventPredicates.java,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,false,false,false,false,false
firefoxmmx2_jdy,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\firefoxmmx2_jdy\jdy\src\com\aisino2\basicsystem\test\BkclkzTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\firefoxmmx2_jdy\jdy\src\com\aisino2\basicsystem\domain\Bkclkz.java,firefoxmmx2_jdy/jdy/src/com/aisino2/basicsystem/test/BkclkzTest.java,firefoxmmx2_jdy/jdy/src/com/aisino2/basicsystem/domain/Bkclkz.java,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false
figarocms_flume-plugins,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\figarocms_flume-plugins\flume-plugins\flume-haproxy-plugin\src\test\java\fr\figarocms\flume\haproxy\processor\SimpleProcessorTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\figarocms_flume-plugins\flume-plugins\flume-haproxy-plugin\src\main\java\fr\figarocms\flume\haproxy\processor\SimpleProcessor.java,figarocms_flume-plugins/flume-plugins/flume-haproxy-plugin/src/test/java/fr/figarocms/flume/haproxy/processor/SimpleProcessorTest.java,figarocms_flume-plugins/flume-plugins/flume-haproxy-plugin/src/main/java/fr/figarocms/flume/haproxy/processor/SimpleProcessor.java,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
firefoxmmx2_jdy,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\firefoxmmx2_jdy\jdy\src\com\aisino2\basicsystem\test\BksjTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\firefoxmmx2_jdy\jdy\src\com\aisino2\basicsystem\domain\Bksj.java,firefoxmmx2_jdy/jdy/src/com/aisino2/basicsystem/test/BksjTest.java,firefoxmmx2_jdy/jdy/src/com/aisino2/basicsystem/domain/Bksj.java,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false
floodlight_ubuntu-packaging-floodlight,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\floodlight_ubuntu-packaging-floodlight\ubuntu-packaging-floodlight\src\test\java\net\floodlightcontroller\util\MACAddressTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\floodlight_ubuntu-packaging-floodlight\ubuntu-packaging-floodlight\src\main\java\net\floodlightcontroller\util\MACAddress.java,floodlight_ubuntu-packaging-floodlight/ubuntu-packaging-floodlight/src/test/java/net/floodlightcontroller/util/MACAddressTest.java,floodlight_ubuntu-packaging-floodlight/ubuntu-packaging-floodlight/src/main/java/net/floodlightcontroller/util/MACAddress.java,true,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,false
firefoxmmx2_jdy,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\firefoxmmx2_jdy\jdy\src\com\aisino2\sysadmin\test\ParamTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\firefoxmmx2_jdy\jdy\src\com\aisino2\sysadmin\domain\Param.java,firefoxmmx2_jdy/jdy/src/com/aisino2/sysadmin/test/ParamTest.java,firefoxmmx2_jdy/jdy/src/com/aisino2/sysadmin/domain/Param.java,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false
franzinc_agraph-java-client,EFGH,D:\ryosuke-ku\data_set\Git_20161108\EFGH\franzinc_agraph-java-client\agraph-java-client\src\test\AGQueryExecutionTest.java,D:\ryosuke-ku\data_set\Git_20161108\EFGH\franzinc_agraph-java-client\agraph-java-client\src\com\franz\agraph\jena\AGQueryExecution.java,franzinc_agraph-java-client/agraph-java-client/src/test/AGQueryExecutionTest.java,franzinc_agraph-java-client/agraph-java-client/src/com/franz/agraph/jena/AGQueryExecution.java,true,true,false,false,false,true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false
